"Applicant.ID","Position.Name","Employer.Name","City","State.Name","State.Code","Start.Date","End.Date","Job.Description","Salary","Can.Contact.Employer","Created.At","Updated.At"
14596,"VP Business Development","HRD Press","","","","2003-01-01","2006-07-31","HRD Press is one of the oldest and largest publishers of training and human resource materials in the world. Since 1972 HRD Press has been providing cutting edge Soltuions:

Training solutions, hiring solutions, training, consulting, and custom product development.

Products inlcude: Pre-employment assesments, Leadership Tools and Workshops, Online self-development tools, and more than 1,000 soft-skills training resources. 

While at HRD Press I Built/Grew several business units:

HRD Perfromance Technology Group - Consultant Network: Brought on new members, grew revenue through direct and indirect product sales, provided new resources to indpendent consultants which helped to grow their business.

Hiring/Selection Products and Services:

Total-APS - conceptualized, developed and launched a complete online applicant processing system. From a custom career site for employers to a complete applicant process including online assessments. More than 100 installations. 

Hire 1-2-3 - was designed to use a combination of the products and services offered by the HRD Press family of companies. Hire1-2-3 used the assessments, applicant-processing software, interview tools, guides and more to develop a streamlined hiring and selection process for your organization. Clients received a customized Individual Hiring Plan (IHP) for your position (written by Ethan Bloomfield). Hire 1-2-3 then used the IHP to execute any or all aspects of the hiring process.

Author: The Individual Hiring Plan (IHP) WorkBook",NA,NA,"2015-03-25 15:48:19 UTC","2015-03-25 15:48:19 UTC"
14596,"Sr. AE","WorldCom","","","","2001-07-01","2003-01-31","Launched wireless broadband (MMDS) in northeast.",NA,NA,"2015-03-25 15:48:19 UTC","2015-03-25 15:48:19 UTC"
14596,"VP/Business Analyst and Business Development","Corporation for Public Technology","","","","1999-10-01","2001-07-31","* Assisted public sector organizations to define business requirements, vision and strategy for technology based initiatives.
* Developed functional requirements and technical solutions to match client needs.
* Project Management and Implementation Management: Internet, LAN, WAN, Database, E-Government, E-Commerce, Government Portals and online communities.",NA,NA,"2015-03-25 15:48:19 UTC","2015-03-25 15:48:19 UTC"
14596,"Owner/Inventor/President/Other","Entrepreneurial Endeavors & Other Projects","","","","1991-01-01","1996-01-31","The following are things I worked on or ideas I have had - some successful some failures. The failures taught me the most.  

1998 - co-Founder: Streetmonster.com: Developed extreme sports portal for amateur athletes involved with skateboarding, in-line skating and BMX Biking. Strategic partnerships with Lycos, Pepsi, public facilities. Produced events to combine online/offline marketing opportunities for partners including Street Games 1999. 

2006 Insight Inventory Online.- worked on strategy and business development to develop a company to market and promote the Insight Inventory (style based based assessment similar to DiSC or MBTI). Developed consulting network concepts and Master certification program.",NA,NA,"2015-03-25 15:48:19 UTC","2015-03-25 15:48:19 UTC"
14599,"Software Engineer","Google","New York","New York","NY",NA,NA,NA,NA,NA,"2015-03-27 00:48:55 UTC","2015-03-27 00:48:55 UTC"
146,"Manager","Wallbrink's Automotive","Everett","Washington","WA","2014-11-10","2015-05-13",NA,12,"true","2014-08-15 22:04:06 UTC","2014-08-15 22:04:06 UTC"
1460,"Regional Sales Executive- Inside sales","Broadview Healthcare","New York","New York","NY","2012-04-01","2012-10-01","Scheduled meetings with doctors to setup their EMR and RCM services.",12,"true","2014-08-15 22:06:29 UTC","2014-08-15 22:06:29 UTC"
14601,"Senior Software Engineer","BT","London",NA,NA,"2014-11-01","",NA,NA,NA,"2015-03-29 17:17:53 UTC","2015-03-29 17:17:53 UTC"
14601,"Senior System Analyst","ePROTEA MSC Sdn Bhd","Kuala Lumpur",NA,NA,"2011-04-01","2014-10-31",NA,NA,NA,"2015-03-29 17:17:53 UTC","2015-03-29 17:17:53 UTC"
14601,"Senior System Analyst","NDC Software Development","",NA,NA,"2005-07-01","2011-03-31",NA,NA,NA,"2015-03-29 17:17:53 UTC","2015-03-29 17:17:53 UTC"
14603,"MA","Dermatology Center",NA,NA,NA,"2007-08-01","2011-06-01",NA,NA,NA,"2015-03-30 03:10:06 UTC","2015-03-30 03:10:06 UTC"
14603,"92Y & 92A","United States Army",NA,NA,NA,"1998-02-01","2004-02-29",NA,NA,NA,"2015-03-30 03:10:06 UTC","2015-03-30 03:10:06 UTC"
14611,"Public Relations Intern","CNN","","","","2015-01-01","","- Assists a team of ten public relations and marketing professionals
- Creates and pitches media lists, develops online writing content, and performs research
- Analyses and compiles online conversations relevant to CNN and HLN
- Assists in the planning and execution of events",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"House Manager","Blogologues","","","","2014-03-01","","-	Supervises house team members before, during and after performances
-	Handles patron and facility issues
-	Provides customer service to patrons
-	Manages box office",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"Public Relations & Business Development","Lively Productions","New York","New York","NY","2014-01-01","","- Researches and assists in securing sponsorship, performance, and workshop opportunities
- Pitches and secures media placements
- Develops online content, press kits, and other publicity materials",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"Senior Resident Assistant","Hofstra University","Hempstead","New York","NY","2013-08-01","","-	Oversees a Resident Assistant staff and advises a Hall Council
-	Acts as a liaison between the staff and the Resident Director
-	Distributes mail for over 200 residents
-	Carries out responsibilities of a Resident Assistant",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"Student Ambassador (Recruitment Chair)","Hofstra University","Hempstead","New York","NY","2012-09-01","","-	Reviews resumes and applications for potential candidates
-	Schedules and conducts interviews for potential candidates
-	Guides both group and personal tours around campus
-	Informs prospective students about Hofstra University",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"Media Relations Intern","Juvenile Diabetes Research Foundation - Long Island Chapter","","","","2014-09-01","2014-12-31","- Created and made pitches to media outlets
- Worked with a team of public relations students to develop public relations strategies, as part of a capstone class",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"Public Relations Intern","Danielides Communications Inc.","","","","2013-05-01","2013-08-31","-	Created and made pitches to media outlets
-	Drafted press releases
-	Created media lists
-	Contributed to the agency blog
- Compiled media tracking reports",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"Resident Assistant","Hofstra University","Hempstead","New York","NY","2012-08-01","2013-08-31","-	Assesses and responds to the needs of 20 residents on floor including crisis management and counseling
-	Creates, plans, and implements educational, social, and recreational programs
-	Manages various administrative duties including weekly updates, incident reports, and room reports
-	Enforces and upholds university policies
-	Acts as a liaison between residents and the Office of Residential Programs",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14611,"Media Production and Communication Volunteer","2012 Presidential Debate at Hofstra University","","","","2012-09-01","2012-10-31","- Supported the Media Production and Communication team
- Guided guests to appropriate areas during pre-Debate events
- Planned and facilitated Debate Watch Parties during the Debate",NA,NA,"2015-04-01 02:59:54 UTC","2015-04-01 02:59:54 UTC"
14612,"","Facebook",NA,NA,NA,"2011-10-01","","",NA,NA,"2015-04-01 14:14:24 UTC","2015-04-01 14:14:24 UTC"
14612,"Developer","Wowd",NA,NA,NA,"2007-11-01","2011-09-01","www.wowd.com - Descover what's popular on the web !",NA,NA,"2015-04-01 14:14:24 UTC","2015-04-01 14:14:24 UTC"
14614,"Associate","Bring Ruckus","",NA,NA,"2014-08-01","","",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14614,"Community Manager","Milestone Project","",NA,NA,"2012-02-01","2013-09-30","As Community Manager and non-technical hire #1 at this this emerging and ""frighteningly ambitious"" * startup, I'm intimately involved with anything that interfaces with the Plizy user (Pliz-ite? Plizzer? Plizsters?) 

I'm constant connector, resource hunter and one who loves to rap about good ideas. 

Did you know we're hiring? http://plizy.com/jobs

* http://paulgraham.com/ambitious.html",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14614,"Marketing","Bluetrader inc.","Montreal",NA,NA,"2011-05-01","2011-08-31","I'm responsible for all executing external communications including customer enquiries related to use of the site, UX concerns, copywriting, marketing programs and partnerships.",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14614,"Marketing","Buyosphere","Montreal",NA,NA,"2010-11-01","2011-04-30","As I founding team member, I work with this tightly knit group to define and execute the Buyosphere vision. Reaching product-market fit is out near term goal. My focus is on outreach through social media and event planning.",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14614,"Resident Man Wrangler","Manpacks","",NA,NA,"2010-11-01","2011-03-31","Yep, just like the title says.",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14614,"Operations and Community Manager","Flow Ventures","",NA,NA,"2007-09-01","2010-11-30","I wear many operational hats including HR, finance and payroll. I'm also an active startup community organizer: Startup Drinks, Startup Digest (Montreal Curator) and Chips for Trips are among the events I organize.",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14614,"Development Support","Flow Consulting","",NA,NA,"2006-01-01","2007-08-31","Client/customer/ software development liaison for the Beverage Tracker RFID system by Capton, a client of Flow Consulting.",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14614,"Marketing/Government Affairs Internship","Alliance Atlantis","",NA,NA,"2005-09-01","2006-10-31","Based in Toronto; working with governmental affairs and marketing; $8000 bursary",NA,NA,"2015-04-01 19:00:46 UTC","2015-04-01 19:00:46 UTC"
14617,"Member","Toastmasters International","","","","2011-09-01","","•	Develop and practice public speaking skills by delivering and evaluating speeches 
•	Undertaking the role of Sergeant at Arms officer (duties included managing club meetings)",NA,NA,"2015-04-03 00:50:28 UTC","2015-04-03 00:50:28 UTC"
14617,"Technical Sales Associate","Anatomage, Inc.","San Jose","California","CA","2013-01-01","2015-01-31","•	Demonstrate to dental surgeons how Invivo5 3D imaging software helps increase efficiency and precision of dental implant surgery, minimizing risk and increasing patient confidence 
•	Successfully sell Invivo5 3D imaging software and surgical guides for dental applications through web meetings, office meetings, and tradeshows, helping Anatomage exceed its profit goals
•	Conduct study club meetings to reach out to dentists and doctors interested in learning more about guided surgery for dental implant placement",NA,NA,"2015-04-03 00:50:28 UTC","2015-04-03 00:50:28 UTC"
14617,"UCI Health Certified Peer Educator","The BACCHUS Network™","Washington","District of Columbia","DC","2011-09-01","2012-06-30","•	Enhanced knowledge about health topics such as alcohol and drug use, nutrition, and stress
•	Educated UCI students about how to practice safe and healthy behaviors through presentations and workshops",NA,NA,"2015-04-03 00:50:28 UTC","2015-04-03 00:50:28 UTC"
14617,"Volunteer","Fountain Valley Regional Hospital","","","","2010-09-01","2012-06-30","•	Served patients in the oncology department with food and beverages
•	Helped patients via empathetic communication and attending to their needs
•	Supported in administrative work and answering phone calls",NA,NA,"2015-04-03 00:50:28 UTC","2015-04-03 00:50:28 UTC"
14617,"President","I.M.A.G.E. Club","","","","2010-09-01","2012-06-30","•	Promoted awareness about eating disorders by organizing events such as the National Eating Disorder Awareness Week 
•	Conducted weekly meetings and discussions on topics related to body image and self-esteem
•	Organized several fundraisers to raise money for the club and charities",NA,NA,"2015-04-03 00:50:28 UTC","2015-04-03 00:50:28 UTC"
14617,"Student Researcher","UC Irvine Medical Center","Orange","California","CA","2011-01-01","2011-09-30","•	Performed a variety of laboratory techniques, such as Western blotting and plasmid preparation, using melanoma cells in order to test the effects of specific drugs 
•	Researched the significance of enzymes, NRAS and Nox1, in UV-induced melanoma",NA,NA,"2015-04-03 00:50:28 UTC","2015-04-03 00:50:28 UTC"
1462,"Production","Pricilla Finstad","Los Angeles","California","CA","2012-10-01","2014-02-01","* Ushering performances
* Lighting for performances
* File paperwork
* In charge of organizing files",8.5,"true","2014-08-15 22:06:30 UTC","2014-08-15 22:06:30 UTC"
14622,"Account Manager","UberMedia","Pasadena","California","CA","2014-10-01","","After HowAboutWe was acquired by IAC in July 2014, I was interested in remaining at a start-up and learning about a new aspect of the digital world. I joined UberMedia, a mobile network that uses a unique combination of first party social, location and purchase data to identify and create precise custom audiences advertisers, as an Account Manager to support the East Coast Sales VP, Sales Director and an Account Executive in the New York City office.  I am responsible for working on the media plan + decks in response to RFPs, meeting presentations and organizing post-sale execution.  There  is no set ""day to day,"" but a consistent oscillation between pre-sale and post-sale work and everything that comes in between from monitoring campaigns, wrap-up reports, or hopping on a call with mobile vendors.",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14622,"Digital Sales Account Manager","HowAboutWe","New York","New York","NY","2013-12-01","2014-07-31","●	Managed pre-sale through post-sale duties for agency & client accounts for HowAboutWe’s newly launched ad sales team of [3] Account Executives 
●	Pre-Sale:
o	Conceptualized, wrote & created client decks for agency/client meetings & in response to RFP’s
 - Created all marketing collateral including HowAboutWe’s Media Kit & Case Study decks
o	Generated digital medial plans for all proposals & RFP’s
o	Led biweekly internal brainstorms with editorial team to create ideas for clients
o	Assisted General Manager with creating the rate card and with presenting new sales products & opportunities to sales team 
●	Post-Sale:
o	Managed “sold deal” campaigns to ensure IO objectives were met and acted as liaison between internal HowAboutWe teams & client 
 -Sold deal campaigns included: BarkBox, GrubHub, USA Network, Plan B, MeUndies, etc.
o	Created and managed timelines for all deliverables internally & externally
●	Additional responsibilities included: managing [2] design interns, coordinating with finance team on bill reconciliation, liaison between client and ad operations team, creating Insertion Orders for sold deals",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14622,"Manager, Digital Sales Planning at InStyle.com","In Style","","","","2013-10-01","2013-12-31","●	Generate digital media plans for InStyle.com’s Beauty (Prestige, Mass. Cosmetics, Fragrance & Toiletries), Food & Beverage, Travel & Auto accounts that meet client/agency objectives
●	Conduct strategic planning sessions with Sales Representative, Digital Marketing and other internal teams (for larger programs) in response to agency and client RFP’s   
●	Provide client/agency account support:  post-sale implementation and management of campaigns, monitoring campaign performance, optimizations, revisions and strategic selling
●	Maintain in-depth knowledge of InStyle’s capabilities, inventory availability, advertising opportunities and pricing strategy
●	Primary liaison between client and Ad Operations Team to ensure campaigns launch on time and deliver in full
●	Additional responsibilities include: creation of marketing presentations, assisting Sales Representative on account calls & reconcile client billing",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14622,"Associate Manager, Sales Planning","In Style","","","","2011-05-01","2013-09-30","",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14622,"Digital Coordinator","Babelgum","Dublin","","","2010-01-01","2011-01-31","",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14622,"Office Manager / Digital Assistant","Babelgum","Dublin","","","2008-06-01","2009-12-31","",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14622,"Public Relations Intern","Nickelodeon","London","","","2007-09-01","2008-05-31","",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14622,"Press Office Research Intern","Mayor's Office of Research and Media Analysis","","","","2007-02-01","2007-08-31","",NA,NA,"2015-04-07 01:32:24 UTC","2015-04-07 01:32:24 UTC"
14626,"FSR Associate","PricewaterhouseCoopers","New York","New York","NY","2015-01-05","",NA,NA,NA,"2015-04-08 03:16:01 UTC","2015-04-08 03:16:01 UTC"
14626,"Multifamily Mortgage Business Associate Intern","Fannie Mae","Washington","District of Columbia","DC","2013-06-01","2013-08-31",NA,NA,NA,"2015-04-08 03:16:01 UTC","2015-04-08 03:16:01 UTC"
14626,"Policy Analyst Intern","Lt. Governor Anthony Brown","Annapolis","Maryland","MD","2013-01-01","2013-05-01",NA,NA,NA,"2015-04-08 03:16:01 UTC","2015-04-08 03:16:01 UTC"
14626,"Employee","The Smith Store","College Park","Maryland","MD","2011-01-01","2013-01-01",NA,NA,NA,"2015-04-08 03:16:01 UTC","2015-04-08 03:16:01 UTC"
14626,"Chief of Staff Intern","Montgomery County MD Department of Economic Development","Rockville","Maryland","MD","2012-06-01","2012-08-01",NA,NA,NA,"2015-04-08 03:16:01 UTC","2015-04-08 03:16:01 UTC"
14626,"Intern","Intern for Delegate Miller District 15","Annapolis","Maryland","MD","2012-01-01","2012-04-01",NA,NA,NA,"2015-04-08 03:16:01 UTC","2015-04-08 03:16:01 UTC"
14627,"Cook","California Pizza Kitchen",NA,NA,NA,"2014-10-27",NA,"Perparing meals",NA,NA,"2015-04-08 14:36:02 UTC","2015-04-08 14:36:02 UTC"
14630,"Product strategist","CareerBuilder EMEA","","","","2014-01-01","","- Product strategist of Job Search and Job Discovery
- Market Research
- Strategy analyst
- Product Management of the CareerBuilder sites in Sweden  & Norway
- Provide Training to colleagues & customers
- Data analysis
- Online Marketing Research",NA,NA,"2015-04-09 15:04:54 UTC","2015-04-09 15:04:54 UTC"
14630,"Product Developer","Careerbuilder.se","Stockholm-Globen","","","2009-12-01","2013-12-31","",NA,NA,"2015-04-09 15:04:54 UTC","2015-04-09 15:04:54 UTC"
14630,"Webdesigner","CareerBuilder.com","Chicago","Illinois","IL","2008-05-01","2011-06-30","",NA,NA,"2015-04-09 15:04:54 UTC","2015-04-09 15:04:54 UTC"
14630,"Restaurant manager","Fazer Amica","","","","2007-01-01","2008-05-31","",NA,NA,"2015-04-09 15:04:54 UTC","2015-04-09 15:04:54 UTC"
14633,"Director of Data","Website Technologies, LLC","","","","2015-01-01","",NA,NA,NA,"2015-04-10 12:44:59 UTC","2015-04-10 12:44:59 UTC"
14633,"Development Project Manager","Website Technologies, LLC","","","","2012-09-01","",NA,NA,NA,"2015-04-10 12:44:59 UTC","2015-04-10 12:44:59 UTC"
14633,"Development Project Manger","Village Voice Media","New York","New York","NY","2012-01-01","2012-09-30",NA,NA,NA,"2015-04-10 12:44:59 UTC","2015-04-10 12:44:59 UTC"
14633,"Imports and Database Manager","Village Voice Media","New York","New York","NY","2011-05-01","2012-08-31",NA,NA,NA,"2015-04-10 12:44:59 UTC","2015-04-10 12:44:59 UTC"
14633,"Lead Fraud Analyst","Village Voice Media","New York","New York","NY","2010-11-01","2012-01-31",NA,NA,NA,"2015-04-10 12:44:59 UTC","2015-04-10 12:44:59 UTC"
14633,"Account Manager","Village Voice Media","","","","2010-08-01","2010-11-30",NA,NA,NA,"2015-04-10 12:44:59 UTC","2015-04-10 12:44:59 UTC"
14635,"LPN","Lifetime Assistance Inc.","Rochester","New York","NY","2005-10-03","2015-01-16",NA,NA,NA,"2015-04-11 08:26:03 UTC","2015-04-11 08:26:03 UTC"
14635,"LPN","Lifetime assitance","Rochester","New York","NY","2005-10-01","2015-01-16",NA,NA,NA,"2015-04-11 08:26:03 UTC","2015-04-11 08:26:03 UTC"
14635,"Cashier/Coffee Maker","Wegmans Food Markets, Inc.","Rochester","New York","NY","2002-06-23","2007-04-07",NA,NA,NA,"2015-04-11 08:26:03 UTC","2015-04-11 08:26:03 UTC"
14637,NA,"Wendy Travel and Tours",NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-12 08:13:20 UTC","2015-04-12 08:13:20 UTC"
14638,"Doorman","Leggetts",NA,NA,NA,"",NA,NA,NA,NA,"2015-04-13 03:31:01 UTC","2015-04-13 03:31:01 UTC"
14638,"Bartender","Clarks Landing Restaurant",NA,NA,NA,"",NA,NA,NA,NA,"2015-04-13 03:31:01 UTC","2015-04-13 03:31:01 UTC"
14638,"Facilities Department","Red Bank Veterinary Hospital",NA,NA,NA,"2007-10-01",NA,NA,NA,NA,"2015-04-13 03:31:01 UTC","2015-04-13 03:31:01 UTC"
14638,"Bartender","River House, Brielle, NJ",NA,NA,NA,"2007-04-01",NA,NA,NA,NA,"2015-04-13 03:31:01 UTC","2015-04-13 03:31:01 UTC"
14639,"Co Founder","Unbound Box","","","","2015-01-01","","Unbound is a women founded, quarterly erotic subscription service. Our mission is to provide a friendly and approachable retail platform for product discovery in the erotic space while empowering our subscribers to be more informed and confident in their sexuality",NA,NA,"2015-04-14 15:32:31 UTC","2015-04-14 15:32:31 UTC"
14639,"Girl Boss","Grouper, Inc.","New York","New York","NY","2013-06-01","2014-12-31","www.joingrouper.com",NA,NA,"2015-04-14 15:32:31 UTC","2015-04-14 15:32:31 UTC"
14639,"Consultant","Deloitte Consulting","","","","2010-07-01","2013-05-31","Strategy and operations consulting, primarily servicing clients in growth strategy and customer experience
Industry focus in financial services (insurance and banking) with experiences ranging from pharma to technology
General Counsel for the Deloitte Business Analyst and Consultant Community of New York",NA,NA,"2015-04-14 15:32:31 UTC","2015-04-14 15:32:31 UTC"
14639,"Tour Guide","Miami University","","","","2006-01-01","2010-05-31","Responsible for leading historical and informational 90 minute tours of Miami University
Extensive public speaking for prospective students and their families (groups as large as 50)",NA,NA,"2015-04-14 15:32:31 UTC","2015-04-14 15:32:31 UTC"
14639,"Student","Miami University","","","","2005-08-01","2010-05-31","Economics major in the Farmer School of Business, Spanish minor
3.69 GPA - cumulative
Semester abroad in Madrid - studied at Universidad Complutense de Madrid
Oxford Scholar Honors and Scholars Program, Golden Key",NA,NA,"2015-04-14 15:32:31 UTC","2015-04-14 15:32:31 UTC"
14639,"Senate Intern","Senator Claire McCaskill","Washington","District of Columbia","DC","2009-05-01","2009-08-31","Organized 50,000+ letters of correspondence with constituents
Wrote weekly memos summarizing briefings on national legislative programs and proposals
Co-conducted meetings with over 20 national organizations on behalf of the Senator",NA,NA,"2015-04-14 15:32:31 UTC","2015-04-14 15:32:31 UTC"
14639,"Assistant Property Manager/Webmaster","The Berkshire Company","","","","2006-05-01","2008-03-31","Promoted to Webmaster after 3 weeks, responsible for the creation and development of website
Organized and hosted 12 weeks of Summer Concert Series for local community
Awarded highest leasing commission for 10 consecutive weeks",NA,NA,"2015-04-14 15:32:31 UTC","2015-04-14 15:32:31 UTC"
14642,"Owner","Motivation Unlimited","","","","","","Provided HR and Training and Development services to companies throughout the country.

Also, developed the Achievement System an interactive / experiential program empowering individuals from disadvantaged backgrounds (used in Domestic Violence shelters, Welfare to Work Programs, Drug and Alcohol Rehabilitation programs.",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Adjunct Faculty","DeVry University","Downers Grove","Illinois","IL","","","Business Management",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Founder & CEO","ProfHire, Inc.","","","","2014-08-01","","At ProfHire, we connect scholars and industry experts with hiring managers of education and training organizations. We make it fast, easy and affordable for organizations to find pre-screened and vetted scholars and industry professionals.

Our Vision: To develop the world’s best database of vetted scholars and industry professionals available to teach, train, speak, and provide subject matter expertise.

Here is what we know, and the problem we are solving:
Deans, Program Chairs, Program Directors, and other hiring managers at many colleges and universities have a hard time attracting qualified professionals who want to teach part-time in their programs. These academic administrators have a hundred other things to do and do not have the time to conduct a full job search for qualified candidates for every course needing an instructor.

At the same time, there are successful professionals out there who are interested in teaching part-time at the college level. They don’t know exactly how to get their foot in the door or the cumbersome application process becomes too much of a hassle. They simply want to teach a course or two a semester to add to their resume, give back and share their practical knowledge with eager minds, and be in conversation with thought leaders in their field.

To solve this problem, we created a one-stop resource that can bring the two together. It is fast, easy, efficient and most of all, effective.",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Vice President / Chief Human Resources Officer","Alliant International University","San Francisco","California","CA","2013-07-01","","",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Founding President and Author","Achievement U, Inc.","","","","2011-11-01","2014-03-31","Achievement U received 501(c)3 status November 2011. 
​Many other youth have the internal fortitude to make it without a significant role model. Yet there are many inner city youth who have no strong positive role models to help them create their own success story.",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Various Roles while serving as Chief Human Resources Officer","Mills College","Oakland","California","CA","2008-08-01","2013-07-31","*Chief Human Resources Officer and Director of Career Services (10/12 - 7/13)
* Interim V.P. of H.R. and Administration (& Career Services) 8/10 - 10/12
    Interim position during search for a Vice President of Finance and Administration. 
    Coordinator for Investing in Oakland Summer Internship program for Mills College Students in      cooperation with the City of Oakland and various academic departments. 2/11 - 7/11
    Career Services oversight beginning 01/12
* Asst. V.P. Human Resources 1/10 - 10/12
* Director, Human Resources 8/08 - 12/09",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Director Diversity & Human Resources","California Institute of Integral Studies","","","","2002-04-01","2008-08-31","Chief Human Resources and Diversity Officer",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Program Manager, Professional Development / Instructor","San Jose State University","San Jose","California","CA","2000-02-01","2002-04-30","Professional Development was a part of Extended Education / Continuing Ed.
I also taught courses in the Certificate programs (HR, Management, and Administration)",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Sr. HR Generalist   -   Training Manager","Modus Media International","","","","1995-01-01","1997-09-30","HR generalist, diversity coordinator and facilitated implementation of state training grant",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14642,"Program Manager, Business And Industry Training Division and Adjunct Faculty","Columbus State Community College","Columbus","Ohio","OH","1991-02-01","1994-11-30","Provided training resources for area businesses.  Particularly HR, Diversity, ISO-9000, change management.",NA,NA,"2015-04-15 14:23:36 UTC","2015-04-15 14:23:36 UTC"
14643,"Inflight Wifi Market & Tech Support Manager","GoGo Inflight Internet",NA,NA,NA,"","","revolving contract",NA,NA,"2015-04-15 17:13:47 UTC","2015-04-15 17:13:47 UTC"
14643,"Founder","BeautifulGenius Labs",NA,NA,NA,"2012-01-01","","BeautifulGenius Labs is a global platform that designs and shares STEAM resources and projects between labs around the universe. 


BG Labs projects include: 
KaMasaJei BioDynamics ""Brain Maps, Neurotransmitters and Bodywork"" Interactive Exhibition, which has been presented at SU-NASA Ames, Fox Film Studios, TagDF Mexico City sponsored by Televisa, and FutureMed; 
GeniaBella Arts which infuses science/tech concepts into Music & Dance - including EA video game soundtrack; and 
WomenGoGlobal highlighting innovative women across the universe - including Women Olympic competitors at the 2012 London Olympics, Women Innovators, and Women Artists.",NA,NA,"2015-04-15 17:13:47 UTC","2015-04-15 17:13:47 UTC"
14643,"Co-Founder","WomenGoGlobal",NA,NA,NA,"2009-10-01","","WGG History:
WomenGoGlobal established its roots as a global event series highlighting and education women entrepreneurs, leaders and womens resource networks, and awarded them for their work in the spheres of Sustainability, Techie, Social Mission, Global Innovation and Collaboration, Arts, Education and Wellness.  WomenGoGlobal connected existing organizations to facilitate resource-sharing and global collaboration.   

WGG's original platform included online realtime translations, live feeds of events and on-demand vids via website and LiveStream Channel.  WGG formed teams in Cairo, India, Spain, Amsterdam, NY and CA.  

2 Year Merge with Women@TheFrontier:
WomenGoGlobal partnered with Women@TheFrontier to share its global and partnership network in order to facilitate the expansion of Women@TheFrontier, during which time, KristinaMaría, Susan Fonseca, and Jen Myronuk functioned as Co-Founders, and Kelly Lewis functioned as the Executive Director of the W@F Expo. The merged entity functioned as ""Women@TheFrontier""

Together, they reshaped the mission of the combined entity to incorporate the evolving core values of both orgs: Women@TheFrontier is a global network featuring female game-changers making a current, exponential, and positive impact around the world. Through community events, documentary media, research and publishing, W@F identifies, connects and highlights innovators at the frontier of their industry — multi-generational trailblazers designing the future and developing technology-driven solutions to address humanity’s greatest challenges. 

The original WGG Series featured Girls in Tech Global, Women@Frontier at NASA, NAWBO, Opportunity Fund, InventYourFuture, Women in CleanTech & Sustainability, among others.

WGG's Global Network Partner: EFactor, with one million entrepreneur members strong 

WGG Partners in Sponsorship: Livestream, Gogo Inflight Internet, Godiva, among others. 

WomenGoGlobal launched as a project of the BeautifulGenius Labs",NA,NA,"2015-04-15 17:13:47 UTC","2015-04-15 17:13:47 UTC"
