"Applicant.ID","Job.ID","Title","Position","Company","City","State.Name","State.Code","Industry","View.Start","View.End","View.Duration","Created.At","Updated.At"
10903,94275,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Atlanta","Georgia","GA",NA,"2014-12-28 20:40:24 UTC","2014-12-28 20:40:44 UTC",20,"2014-12-28 20:40:24 UTC","2014-12-28 20:40:24 UTC"
10903,94275,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Atlanta","Georgia","GA",NA,"2014-12-28 20:40:51 UTC","2014-12-28 20:51:29 UTC",637,"2014-12-28 20:40:51 UTC","2014-12-28 20:40:51 UTC"
10905,86262,"Part - time Customer Service Representative @ Check 'n Go","Part - time Customer Service Representative","Check 'n Go","Mount Pleasant","South Carolina","SC",NA,"2014-12-28 20:43:07 UTC","2014-12-29 00:08:21 UTC",12313,"2014-12-28 20:43:07 UTC","2014-12-28 20:43:07 UTC"
10905,148664,"Help Desk Representative @ OfficeTeam","Help Desk Representative","OfficeTeam","Mount Pleasant","South Carolina","SC",NA,"2014-12-30 15:48:35 UTC","2014-12-30 15:49:54 UTC",78,"2014-12-30 15:48:35 UTC","2014-12-30 15:48:35 UTC"
10905,148664,"Help Desk Representative @ OfficeTeam","Help Desk Representative","OfficeTeam","Mount Pleasant","South Carolina","SC",NA,"2014-12-30 17:08:35 UTC","2014-12-30 17:08:36 UTC",1,"2014-12-30 17:08:35 UTC","2014-12-30 17:08:35 UTC"
10906,99944,"Retail Sales Consultant-Bilingual-Part Time @ AT&T Retail","Retail Sales Consultant-Bilingual-Part Time","AT&T Retail","San Antonio","Texas","TX",NA,"2014-12-28 20:43:35 UTC","2014-12-28 20:44:00 UTC",24,"2014-12-28 20:43:35 UTC","2014-12-28 20:43:35 UTC"
10906,135244,"CASHIER @ Murphy USA","CASHIER","Murphy USA","San Antonio","Texas","TX",NA,"2014-12-28 20:44:50 UTC","2014-12-28 20:45:32 UTC",42,"2014-12-28 20:44:50 UTC","2014-12-28 20:44:50 UTC"
10906,98804,"Toys R Us and Babies R Us Seasonal Sales Team Member @ Toys ""R"" Us, Inc","Toys R Us and Babies R Us Seasonal Sales Team Member","Toys ""R"" Us, Inc","San Antonio","Texas","TX",NA,"2014-12-28 20:47:37 UTC","2014-12-28 20:47:58 UTC",20,"2014-12-28 20:47:37 UTC","2014-12-28 20:47:37 UTC"
10907,98509,"Toys R Us and Babies R Us Seasonal Sales Team Member @ Toys ""R"" Us, Inc","Toys R Us and Babies R Us Seasonal Sales Team Member","Toys ""R"" Us, Inc","Columbus","Ohio","OH",NA,"2014-12-28 20:59:00 UTC","2014-12-28 20:59:06 UTC",5,"2014-12-28 20:59:00 UTC","2014-12-28 20:59:00 UTC"
10907,144046,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Columbus","Ohio","OH",NA,"2014-12-28 21:00:10 UTC","2014-12-28 21:00:16 UTC",5,"2014-12-28 21:00:10 UTC","2014-12-28 21:00:10 UTC"
10908,99272,"Toys R Us and Babies R Us Seasonal Sales Team Member @ Toys ""R"" Us, Inc","Toys R Us and Babies R Us Seasonal Sales Team Member","Toys ""R"" Us, Inc","Rochester","Minnesota","MN",NA,"2014-12-28 21:58:05 UTC","2014-12-28 21:58:34 UTC",29,"2014-12-28 21:58:05 UTC","2014-12-28 21:58:05 UTC"
10910,146262,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Breaux Bridge","Louisiana","LA",NA,"2014-12-28 22:39:45 UTC",NA,NA,"2014-12-28 22:39:45 UTC","2014-12-28 22:39:45 UTC"
10910,101007,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","Lafayette","Louisiana","LA",NA,"2014-12-28 22:41:21 UTC",NA,NA,"2014-12-28 22:41:21 UTC","2014-12-28 22:41:21 UTC"
10910,101007,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","Lafayette","Louisiana","LA",NA,"2014-12-28 22:43:10 UTC",NA,NA,"2014-12-28 22:43:10 UTC","2014-12-28 22:43:10 UTC"
10910,63034,"Retail Sales Consultant @ AT&T Retail","Retail Sales Consultant","AT&T Retail","Breaux Bridge","Louisiana","LA",NA,"2014-12-28 22:43:49 UTC",NA,NA,"2014-12-28 22:43:49 UTC","2014-12-28 22:43:49 UTC"
10910,63034,"Retail Sales Consultant @ AT&T Retail","Retail Sales Consultant","AT&T Retail","Breaux Bridge","Louisiana","LA",NA,"2014-12-28 22:44:25 UTC",NA,NA,"2014-12-28 22:44:25 UTC","2014-12-28 22:44:25 UTC"
10910,129866,"RECEPTIONIST (PRN) @ Vermilion Behavioral Health Systems","RECEPTIONIST (PRN)","Vermilion Behavioral Health Systems","Lafayette","Louisiana","LA",NA,"2014-12-28 22:46:39 UTC",NA,NA,"2014-12-28 22:46:39 UTC","2014-12-28 22:46:39 UTC"
10912,165726,"Entry Level Sales Representative -  Full Time or Part Time @ Paid Training!","Entry Level Sales Representative -  Full Time or Part Time","Paid Training!","Washington","District of Columbia","DC",NA,"2014-12-28 23:32:45 UTC","2014-12-28 23:33:08 UTC",22,"2014-12-28 23:32:45 UTC","2014-12-28 23:32:45 UTC"
10913,151193,"Direct Sales Representative @ Elite Marketing Group","Direct Sales Representative","Elite Marketing Group","Flushing","New York","NY",NA,"2014-12-28 23:04:09 UTC","2014-12-28 23:04:22 UTC",12,"2014-12-28 23:04:10 UTC","2014-12-28 23:04:10 UTC"
10914,71255,"RX Tech - 228 Waynesboro VA @ Kroger - Mid-Atlantic","RX Tech - 228 Waynesboro VA","Kroger - Mid-Atlantic","Park","Virginia","VA",NA,"2014-12-28 23:07:59 UTC","2014-12-28 23:09:10 UTC",71,"2014-12-28 23:07:59 UTC","2014-12-28 23:07:59 UTC"
10916,89912,"Customer Service Representative - Home Based @ Higher One","Customer Service Representative - Home Based","Higher One","Trenton","New Jersey","NJ",NA,"2014-12-29 00:15:02 UTC","2014-12-29 00:19:24 UTC",262,"2014-12-29 00:15:02 UTC","2014-12-29 00:15:02 UTC"
10916,89912,"Customer Service Representative - Home Based @ Higher One","Customer Service Representative - Home Based","Higher One","Trenton","New Jersey","NJ",NA,"2014-12-29 00:14:45 UTC","2014-12-29 00:14:51 UTC",6,"2014-12-29 00:14:45 UTC","2014-12-29 00:14:45 UTC"
10916,94266,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Morrisville","Pennsylvania","PA",NA,"2014-12-29 00:13:36 UTC","2014-12-29 00:13:36 UTC",0,"2014-12-29 00:13:36 UTC","2014-12-29 00:13:36 UTC"
10916,94266,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Morrisville","Pennsylvania","PA",NA,"2014-12-29 00:13:55 UTC","2014-12-29 00:14:16 UTC",21,"2014-12-29 00:13:55 UTC","2014-12-29 00:13:55 UTC"
10917,92727,"Security Officer- IMMEDIATE OPENINGS @ United Security, Inc.","Security Officer- IMMEDIATE OPENINGS","United Security, Inc.","Bronx","New York","NY",NA,"2014-12-29 00:29:52 UTC","2014-12-29 00:30:10 UTC",17,"2014-12-29 00:29:52 UTC","2014-12-29 00:29:52 UTC"
10919,132254,"Part Time Associate","Part Time Associate",NA,"Dayton","Ohio","OH",NA,"2014-12-29 00:42:09 UTC","2014-12-29 00:42:19 UTC",10,"2014-12-29 00:42:09 UTC","2014-12-29 00:42:09 UTC"
10920,94916,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Agawam","Massachusetts","MA",NA,"2014-12-29 01:30:54 UTC","2014-12-29 01:33:46 UTC",171,"2014-12-29 01:30:54 UTC","2014-12-29 01:30:54 UTC"
10921,163445,"Part Time Receptionist @ Ford Lincoln of Ocala","Part Time Receptionist","Ford Lincoln of Ocala","Ocala","Florida","FL",NA,"2014-12-29 01:38:21 UTC","2014-12-29 01:39:21 UTC",59,"2014-12-29 01:38:21 UTC","2014-12-29 01:38:21 UTC"
10921,163445,"Part Time Receptionist @ Ford Lincoln of Ocala","Part Time Receptionist","Ford Lincoln of Ocala","Ocala","Florida","FL",NA,"2014-12-29 02:11:59 UTC","2014-12-29 02:12:10 UTC",10,"2014-12-29 02:11:59 UTC","2014-12-29 02:11:59 UTC"
10921,87291,"Human Resources Assistant @ Brookdale","Human Resources Assistant","Brookdale","The Villages","Florida","FL",NA,"2014-12-29 02:16:03 UTC","2014-12-29 02:16:21 UTC",17,"2014-12-29 02:16:03 UTC","2014-12-29 02:16:03 UTC"
10921,163445,"Part Time Receptionist @ Ford Lincoln of Ocala","Part Time Receptionist","Ford Lincoln of Ocala","Ocala","Florida","FL",NA,"2014-12-29 02:16:48 UTC","2014-12-29 02:20:58 UTC",249,"2014-12-29 02:16:48 UTC","2014-12-29 02:16:48 UTC"
10921,163445,"Part Time Receptionist @ Ford Lincoln of Ocala","Part Time Receptionist","Ford Lincoln of Ocala","Ocala","Florida","FL",NA,"2014-12-29 02:37:47 UTC","2014-12-29 02:37:57 UTC",10,"2014-12-29 02:37:47 UTC","2014-12-29 02:37:47 UTC"
10921,134509,"Client Service Coordinator @ Banfield Pet Hospital","Client Service Coordinator","Banfield Pet Hospital","Lady Lake","Florida","FL",NA,"2014-12-29 02:38:06 UTC","2014-12-29 02:39:36 UTC",90,"2014-12-29 02:38:06 UTC","2014-12-29 02:38:06 UTC"
10921,134509,"Client Service Coordinator @ Banfield Pet Hospital","Client Service Coordinator","Banfield Pet Hospital","Lady Lake","Florida","FL",NA,"2014-12-29 02:39:48 UTC","2014-12-29 02:40:35 UTC",47,"2014-12-29 02:39:48 UTC","2014-12-29 02:39:48 UTC"
10922,83405,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","Secaucus","New Jersey","NJ",NA,"2014-12-29 01:41:12 UTC","2014-12-29 01:41:26 UTC",14,"2014-12-29 01:41:12 UTC","2014-12-29 01:41:12 UTC"
10922,84502,"Pick/Packers (Part-Time) @ Select Staffing","Pick/Packers (Part-Time)","Select Staffing","Secaucus","New Jersey","NJ",NA,"2014-12-29 01:41:43 UTC","2014-12-29 01:42:34 UTC",50,"2014-12-29 01:41:43 UTC","2014-12-29 01:41:43 UTC"
10922,84502,"Pick/Packers (Part-Time) @ Select Staffing","Pick/Packers (Part-Time)","Select Staffing","Secaucus","New Jersey","NJ",NA,"2014-12-29 01:42:54 UTC","2014-12-29 01:43:36 UTC",42,"2014-12-29 01:42:54 UTC","2014-12-29 01:42:54 UTC"
10922,98694,"Toys R Us and Babies R Us Seasonal Sales Team Member @ Toys ""R"" Us, Inc","Toys R Us and Babies R Us Seasonal Sales Team Member","Toys ""R"" Us, Inc","Secaucus","New Jersey","NJ",NA,"2014-12-29 01:44:39 UTC","2014-12-29 01:44:42 UTC",2,"2014-12-29 01:44:39 UTC","2014-12-29 01:44:39 UTC"
10922,98694,"Toys R Us and Babies R Us Seasonal Sales Team Member @ Toys ""R"" Us, Inc","Toys R Us and Babies R Us Seasonal Sales Team Member","Toys ""R"" Us, Inc","Secaucus","New Jersey","NJ",NA,"2014-12-29 01:44:49 UTC","2014-12-29 01:49:37 UTC",288,"2014-12-29 01:44:49 UTC","2014-12-29 01:44:49 UTC"
10923,149430,"Sales Support Representative-Part Time @ AT&T Retail","Sales Support Representative-Part Time","AT&T Retail","Bartonsville","Pennsylvania","PA",NA,"2014-12-29 01:55:09 UTC","2014-12-29 01:55:16 UTC",7,"2014-12-29 01:55:09 UTC","2014-12-29 01:55:09 UTC"
10923,149430,"Sales Support Representative-Part Time @ AT&T Retail","Sales Support Representative-Part Time","AT&T Retail","Bartonsville","Pennsylvania","PA",NA,"2014-12-29 01:55:41 UTC","",NA,"2014-12-29 01:55:41 UTC","2014-12-29 01:55:41 UTC"
10923,140703,"Part-Time Retail Sales Representative @ MarketStar","Part-Time Retail Sales Representative","MarketStar","Basking Ridge","New Jersey","NJ",NA,"2014-12-30 02:26:46 UTC","2014-12-30 02:27:01 UTC",15,"2014-12-30 02:26:46 UTC","2014-12-30 02:26:46 UTC"
10923,164525,"Entry Level Sales / Customer Service – Part time / Full Time @ Vector Marketing","Entry Level Sales / Customer Service – Part time / Full Time","Vector Marketing","Stroudsburg","Pennsylvania","PA",NA,"2014-12-30 02:27:04 UTC","2014-12-30 02:28:10 UTC",65,"2014-12-30 02:27:04 UTC","2014-12-30 02:27:04 UTC"
10923,164525,"Entry Level Sales / Customer Service – Part time / Full Time @ Vector Marketing","Entry Level Sales / Customer Service – Part time / Full Time","Vector Marketing","Stroudsburg","Pennsylvania","PA",NA,"2014-12-30 02:28:25 UTC","2014-12-30 02:29:16 UTC",51,"2014-12-30 02:28:25 UTC","2014-12-30 02:28:25 UTC"
10925,146036,"Housekeepers / Environmental Services @ First Class Workforce","Housekeepers / Environmental Services","First Class Workforce","Houston","Texas","TX",NA,"2014-12-29 02:31:05 UTC","2014-12-29 02:32:15 UTC",69,"2014-12-29 02:31:05 UTC","2014-12-29 02:31:05 UTC"
10927,82885,"Security Officer @ Universal Protection Service","Security Officer","Universal Protection Service","Durham","North Carolina","NC",NA,"2014-12-29 02:43:40 UTC","2014-12-29 02:44:02 UTC",21,"2014-12-29 02:43:40 UTC","2014-12-29 02:43:40 UTC"
10927,133714,"Warehouse Associate (Part-time) @ Planet Aid, Inc.","Warehouse Associate (Part-time)","Planet Aid, Inc.","Durham","North Carolina","NC",NA,"2014-12-29 02:46:40 UTC","2014-12-29 02:47:53 UTC",73,"2014-12-29 02:46:40 UTC","2014-12-29 02:46:40 UTC"
10927,82278,"Seasonal Loss Prevention Security Guard - Durham, NC - Streets of South Point @ Macy's","Seasonal Loss Prevention Security Guard - Durham, NC - Streets of South Point","Macy's","Durham","North Carolina","NC",NA,"2014-12-29 02:49:16 UTC","2014-12-29 02:50:15 UTC",58,"2014-12-29 02:49:16 UTC","2014-12-29 02:49:16 UTC"
10927,77077,"Supervisor @ Securitas USA","Supervisor","Securitas USA","Morrisville","North Carolina","NC",NA,"2014-12-29 02:52:39 UTC","2014-12-29 02:53:49 UTC",70,"2014-12-29 02:52:39 UTC","2014-12-29 02:52:39 UTC"
10928,142151,"Community Development Director @ MuniTemps - Municipal Staffing Solutions","Community Development Director","MuniTemps - Municipal Staffing Solutions","Santa Clara","California","CA",NA,"2014-12-29 03:16:52 UTC",NA,NA,"2014-12-29 03:16:52 UTC","2014-12-29 03:16:52 UTC"
10929,116618,"Retail Sales Consultant-Bilingual-Part Time @ AT&T Retail","Retail Sales Consultant-Bilingual-Part Time","AT&T Retail","Philadelphia","Pennsylvania","PA",NA,"2014-12-29 03:58:03 UTC",NA,NA,"2014-12-29 03:58:03 UTC","2014-12-29 03:58:03 UTC"
10929,155840,"Servers - Waiters - Waitresses - Wait Staff @ Olive Garden","Servers - Waiters - Waitresses - Wait Staff","Olive Garden","Philadelphia","Pennsylvania","PA",NA,"2014-12-29 04:05:04 UTC",NA,NA,"2014-12-29 04:05:04 UTC","2014-12-29 04:05:04 UTC"
10929,143130,"Macy's Philadelphia, PA - Center City - Gift Registry Advisor, Night Part Time @ Macy's","Macy's Philadelphia, PA - Center City - Gift Registry Advisor, Night Part Time","Macy's","Philadelphia","Pennsylvania","PA",NA,"2014-12-29 04:06:06 UTC",NA,NA,"2014-12-29 04:06:06 UTC","2014-12-29 04:06:06 UTC"
10932,137366,"Servers - Waiters - Waitresses - Wait Staff @ Yard House","Servers - Waiters - Waitresses - Wait Staff","Yard House","Porter Ranch","California","CA",NA,"2014-12-29 04:35:05 UTC","2014-12-29 04:35:40 UTC",35,"2014-12-29 04:35:05 UTC","2014-12-29 04:35:05 UTC"
10932,74844,"Housekeeper (Part-time) @ Lamps Plus","Housekeeper (Part-time)","Lamps Plus","Chatsworth","California","CA",NA,"2014-12-29 04:37:04 UTC","2014-12-29 04:37:17 UTC",13,"2014-12-29 04:37:04 UTC","2014-12-29 04:37:04 UTC"
10934,160444,"Clerical/Admin (Part-time) - Phoenix, AZ - Reddaway @ Reddaway","Clerical/Admin (Part-time) - Phoenix, AZ - Reddaway","Reddaway","Phoenix","Arizona","AZ",NA,"2014-12-29 05:49:48 UTC","2014-12-29 05:50:43 UTC",55,"2014-12-29 05:49:48 UTC","2014-12-29 05:49:48 UTC"
10934,134302,"Receptionist @ AAM, LLC.","Receptionist","AAM, LLC.","Avondale Goodyear","Arizona","AZ",NA,"2014-12-29 05:51:34 UTC","2014-12-29 05:52:00 UTC",26,"2014-12-29 05:51:34 UTC","2014-12-29 05:51:34 UTC"
10934,60593,"Medical Technologist I - Westgate Campus - (Varied Shifts / Per Diem / 12 hours) @ St. Joseph's Westgate facility","Medical Technologist I - Westgate Campus - (Varied Shifts / Per Diem / 12 hours)","St. Joseph's Westgate facility","Glendale","Arizona","AZ",NA,"2014-12-29 05:52:43 UTC","2014-12-29 05:53:04 UTC",20,"2014-12-29 05:52:43 UTC","2014-12-29 05:52:43 UTC"
10934,60594,"Medical Lab Technician - Laboratory (Varied / On-Call) - Westgate @ St. Joseph's Westgate facility","Medical Lab Technician - Laboratory (Varied / On-Call) - Westgate","St. Joseph's Westgate facility","Glendale","Arizona","AZ",NA,"2014-12-29 05:54:09 UTC","2014-12-29 05:54:18 UTC",8,"2014-12-29 05:54:09 UTC","2014-12-29 05:54:09 UTC"
10934,135503,"Receptionist @ Brookdale","Receptionist","Brookdale","Peoria","Arizona","AZ",NA,"2014-12-29 05:55:31 UTC","2014-12-29 05:57:06 UTC",94,"2014-12-29 05:55:31 UTC","2014-12-29 05:55:31 UTC"
10934,135503,"Receptionist @ Brookdale","Receptionist","Brookdale","Peoria","Arizona","AZ",NA,"2014-12-29 05:57:47 UTC","2014-12-29 06:00:12 UTC",145,"2014-12-29 05:57:47 UTC","2014-12-29 05:57:47 UTC"
10934,135503,"Receptionist @ Brookdale","Receptionist","Brookdale","Peoria","Arizona","AZ",NA,"2014-12-29 06:00:17 UTC","2014-12-29 06:00:17 UTC",0,"2014-12-29 06:00:17 UTC","2014-12-29 06:00:17 UTC"
10934,160444,"Clerical/Admin (Part-time) - Phoenix, AZ - Reddaway @ Reddaway","Clerical/Admin (Part-time) - Phoenix, AZ - Reddaway","Reddaway","Phoenix","Arizona","AZ",NA,"2014-12-29 06:00:21 UTC","2014-12-29 06:00:21 UTC",0,"2014-12-29 06:00:21 UTC","2014-12-29 06:00:21 UTC"
10934,155646,"Receptionist - Part Time @ Acuity Specialty Hospital of Arizona at Sun City, LLC","Receptionist - Part Time","Acuity Specialty Hospital of Arizona at Sun City, LLC","Sun City","Arizona","AZ",NA,"2014-12-29 06:02:43 UTC","2014-12-29 06:02:58 UTC",14,"2014-12-29 06:02:43 UTC","2014-12-29 06:02:43 UTC"
10936,85518,"DDS RESIDENTIAL ASSISTANTS/SUPPORT STAFF @ Continuum of Care","DDS RESIDENTIAL ASSISTANTS/SUPPORT STAFF","Continuum of Care","New Haven","Connecticut","CT",NA,"2014-12-29 09:48:41 UTC","2014-12-29 09:49:24 UTC",43,"2014-12-29 09:48:41 UTC","2014-12-29 09:48:41 UTC"
10937,157143,"Registered Nurse (RN) - Part Time - Per Diem - NURSING: CRITICAL CARE @ Parallon Workforce Solutions","Registered Nurse (RN) - Part Time - Per Diem - NURSING: CRITICAL CARE","Parallon Workforce Solutions","Pasadena","Texas","TX",NA,"2014-12-29 10:55:59 UTC",NA,NA,"2014-12-29 10:55:59 UTC","2014-12-29 10:55:59 UTC"
10938,65435,"RN, PRE-POST RECOVERY, OR (PRN - VARIABLE SHIFTS) @ Adventist Health System Corporate","RN, PRE-POST RECOVERY, OR (PRN - VARIABLE SHIFTS)","Adventist Health System Corporate","Tampa","Florida","FL",NA,"2014-12-29 11:22:40 UTC","2014-12-29 11:23:54 UTC",73,"2014-12-29 11:22:40 UTC","2014-12-29 11:22:40 UTC"
10938,85227,"Pool Medical Technologist (Micro) @ Tampa General Hospital","Pool Medical Technologist (Micro)","Tampa General Hospital","Tampa","Florida","FL",NA,"2014-12-29 11:27:53 UTC","2014-12-29 11:28:50 UTC",56,"2014-12-29 11:27:53 UTC","2014-12-29 11:27:53 UTC"
10938,89982,"Customer Service Representative - Home Based @ Higher One","Customer Service Representative - Home Based","Higher One","Tampa","Florida","FL",NA,"2014-12-29 11:31:10 UTC","2014-12-29 11:32:23 UTC",72,"2014-12-29 11:31:10 UTC","2014-12-29 11:31:10 UTC"
10938,165837,"Surgical/OR Technician PRN @ Parallon","Surgical/OR Technician PRN","Parallon","Brandon","Florida","FL",NA,"2014-12-29 11:19:42 UTC","2014-12-29 11:20:45 UTC",62,"2014-12-29 11:19:42 UTC","2014-12-29 11:19:42 UTC"
10938,165837,"Surgical/OR Technician PRN @ Parallon","Surgical/OR Technician PRN","Parallon","Brandon","Florida","FL",NA,"2014-12-29 11:20:45 UTC","2014-12-29 11:20:45 UTC",0,"2014-12-29 11:20:45 UTC","2014-12-29 11:20:45 UTC"
10943,83011,"Landscape Maintenance Internship","Landscape Maintenance Internship",NA,"Loxahatchee","Florida","FL",NA,"2014-12-29 13:26:56 UTC","2014-12-29 13:26:59 UTC",2,"2014-12-29 13:26:56 UTC","2014-12-29 13:26:56 UTC"
10946,72080,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","Hagerstown","Maryland","MD",NA,"2014-12-29 14:18:14 UTC","2014-12-29 14:21:06 UTC",171,"2014-12-29 14:18:14 UTC","2014-12-29 14:18:14 UTC"
10947,85720,"Customer Service Representative @ OfficeTeam","Customer Service Representative","OfficeTeam","Cleveland","Ohio","OH",NA,"2014-12-29 14:36:39 UTC","2014-12-29 14:39:15 UTC",155,"2014-12-29 14:36:39 UTC","2014-12-29 14:36:39 UTC"
10949,147218,"Property Manager for Low Income Property @ OfficeTeam","Property Manager for Low Income Property","OfficeTeam","San Mateo","California","CA",NA,"2014-12-29 15:01:22 UTC","2014-12-29 15:01:34 UTC",12,"2014-12-29 15:01:22 UTC","2014-12-29 15:01:22 UTC"
10949,164811,"Human Resources and Attorney Development & Recruitment Manager @ Mayer Brown LLP","Human Resources and Attorney Development & Recruitment Manager","Mayer Brown LLP","Palo Alto","California","CA",NA,"2014-12-29 15:03:01 UTC","2014-12-29 15:04:19 UTC",78,"2014-12-29 15:03:01 UTC","2014-12-29 15:03:01 UTC"
10949,206602,"Senior Human Resources Analyst / Human Resources Manager / HR Analyst @ MuniTemps - Municipal Staffing Solutions","Senior Human Resources Analyst / Human Resources Manager / HR Analyst","MuniTemps - Municipal Staffing Solutions","San Mateo","California","CA",NA,"2015-01-28 23:36:11 UTC","",NA,"2015-01-28 23:36:11 UTC","2015-01-28 23:36:11 UTC"
10949,206602,"Senior Human Resources Analyst / Human Resources Manager / HR Analyst @ MuniTemps - Municipal Staffing Solutions","Senior Human Resources Analyst / Human Resources Manager / HR Analyst","MuniTemps - Municipal Staffing Solutions","San Mateo","California","CA",NA,"2015-01-28 23:36:09 UTC","2015-01-28 23:36:11 UTC",2,"2015-01-28 23:36:09 UTC","2015-01-28 23:36:09 UTC"
10950,94157,"ASSISTANT MANAGER @ Dollar Tree Stores","ASSISTANT MANAGER","Dollar Tree Stores","Charleston","West Virginia","WV",NA,"2014-12-29 15:29:08 UTC","2014-12-29 15:29:15 UTC",6,"2014-12-29 15:29:08 UTC","2014-12-29 15:29:08 UTC"
10951,147358,"Housekeeper @ Quad Graphics","Housekeeper","Quad Graphics","The Rock","Georgia","GA",NA,"2014-12-29 15:35:27 UTC","2014-12-29 15:36:36 UTC",69,"2014-12-29 15:35:27 UTC","2014-12-29 15:35:27 UTC"
10952,100288,"CDS Food Demonstrator 465 Thomas Road (Phoenix) @ Daymon Group - CDS, Inc","CDS Food Demonstrator 465 Thomas Road (Phoenix)","Daymon Group - CDS, Inc","Phoenix","Arizona","AZ",NA,"2014-12-29 15:37:38 UTC","2014-12-29 15:41:13 UTC",215,"2014-12-29 15:37:38 UTC","2014-12-29 15:37:38 UTC"
10952,100288,"CDS Food Demonstrator 465 Thomas Road (Phoenix) @ Daymon Group - CDS, Inc","CDS Food Demonstrator 465 Thomas Road (Phoenix)","Daymon Group - CDS, Inc","Phoenix","Arizona","AZ",NA,"2014-12-29 15:43:06 UTC","",NA,"2014-12-29 15:43:06 UTC","2014-12-29 15:43:06 UTC"
10953,72492,"Retail Staff - Cashier, Stock, Sales, Warehouse @ Employment Resources, Inc","Retail Staff - Cashier, Stock, Sales, Warehouse","Employment Resources, Inc","Fort Lauderdale","Florida","FL",NA,"2014-12-29 15:37:08 UTC","2014-12-29 15:37:21 UTC",13,"2014-12-29 15:37:08 UTC","2014-12-29 15:37:08 UTC"
10954,98888,"Toys R Us Seasonal Off Hours Stock Crew @ Toys ""R"" Us, Inc","Toys R Us Seasonal Off Hours Stock Crew","Toys ""R"" Us, Inc","Melbourne","Florida","FL",NA,"2014-12-29 15:39:56 UTC","2014-12-29 15:41:31 UTC",94,"2014-12-29 15:39:56 UTC","2014-12-29 15:39:56 UTC"
10956,148013,"Housekeeping / Hospitality / Laundry @ Communicare Health Services","Housekeeping / Hospitality / Laundry","Communicare Health Services","Richmond Heights","Ohio","OH",NA,"2014-12-29 15:49:21 UTC","2014-12-29 15:50:10 UTC",49,"2014-12-29 15:49:21 UTC","2014-12-29 15:49:21 UTC"
10956,148013,"Housekeeping / Hospitality / Laundry @ Communicare Health Services","Housekeeping / Hospitality / Laundry","Communicare Health Services","Richmond Heights","Ohio","OH",NA,"2014-12-29 15:51:09 UTC","",NA,"2014-12-29 15:51:09 UTC","2014-12-29 15:51:09 UTC"
10957,89599,"Home Health Aides (HHA) / Personal Care Aides (PCA) @ Right At Home","Home Health Aides (HHA) / Personal Care Aides (PCA)","Right At Home","O Fallon","Missouri","MO",NA,"2014-12-29 15:51:19 UTC","2014-12-29 15:52:32 UTC",72,"2014-12-29 15:51:19 UTC","2014-12-29 15:51:19 UTC"
10957,89599,"Home Health Aides (HHA) / Personal Care Aides (PCA) @ Right At Home","Home Health Aides (HHA) / Personal Care Aides (PCA)","Right At Home","O Fallon","Missouri","MO",NA,"2014-12-29 15:54:48 UTC","2014-12-29 15:54:51 UTC",2,"2014-12-29 15:54:48 UTC","2014-12-29 15:54:48 UTC"
10959,119664,"Property Adjuster @ Pilot Catastrophe Services Inc","Property Adjuster","Pilot Catastrophe Services Inc","Atlanta","Georgia","GA",NA,"2014-12-29 16:14:54 UTC","2014-12-29 16:34:32 UTC",1177,"2014-12-29 16:14:54 UTC","2014-12-29 16:14:54 UTC"
10959,119664,"Property Adjuster @ Pilot Catastrophe Services Inc","Property Adjuster","Pilot Catastrophe Services Inc","Atlanta","Georgia","GA",NA,"2014-12-29 16:14:16 UTC","2014-12-29 16:14:38 UTC",22,"2014-12-29 16:14:16 UTC","2014-12-29 16:14:16 UTC"
10960,142531,"Part-time Dockworker @ UPS","Part-time Dockworker","UPS","Nanuet","New York","NY",NA,"2014-12-29 16:15:39 UTC",NA,NA,"2014-12-29 16:15:39 UTC","2014-12-29 16:15:39 UTC"
10960,142531,"Part-time Dockworker @ UPS","Part-time Dockworker","UPS","Nanuet","New York","NY",NA,"2014-12-29 16:16:58 UTC",NA,NA,"2014-12-29 16:16:58 UTC","2014-12-29 16:16:58 UTC"
10960,100488,"Product Demonstrator - Costco","Product Demonstrator - Costco","","Nanuet","New York","NY",NA,"2014-12-29 16:19:15 UTC",NA,NA,"2014-12-29 16:19:15 UTC","2014-12-29 16:19:15 UTC"
